name,lat,lng,id,caption
2017_6-Oxa4ccBBrD_cp8zA_nRA_0.jpg,1.0,103.43999999999996,2017_6-Oxa4ccBBrD_cp8zA_nRA,a street with houses on the side of it;a view of a street with houses on each side;a street with houses on the side of the road;a view of a street with houses on the side;a view of a street with houses on the side of the road
2017_6-Oxa4ccBBrD_cp8zA_nRA_90.jpg,1.0,103.43999999999996,2017_6-Oxa4ccBBrD_cp8zA_nRA,an empty street with no cars on the road;a narrow street with a small town in the background;a narrow street with a small town in the back;an empty street with no cars on it;an empty street with no cars on the street
2017_6-Oxa4ccBBrD_cp8zA_nRA_180.jpg,1.0,103.43999999999996,2017_6-Oxa4ccBBrD_cp8zA_nRA,a street with houses and houses in the background;a street with houses in the background;a street with houses in the background and houses;a street with houses and houses in the back;a street with houses in the background and houses in the background
2017_6-Oxa4ccBBrD_cp8zA_nRA_270.jpg,1.0,103.43999999999996,2017_6-Oxa4ccBBrD_cp8zA_nRA,an empty street with houses on both sides;a view of an empty street with houses in the background;a view of an empty street from the side of the road;a view of an empty street from the side;a view of a street with houses on each side
2017_iChDX_hHX5RGWeAGSQZzuQ_0.jpg,1.005,103.42499999999998,2017_iChDX_hHX5RGWeAGSQZzuQ,a car driving down a road next to a building;a view of a street with cars driving down it;a car driving down a street past a tall building;a car driving down a road next to a green building;a view of a street with cars parked on the side
2017_iChDX_hHX5RGWeAGSQZzuQ_90.jpg,1.005,103.42499999999998,2017_iChDX_hHX5RGWeAGSQZzuQ,a person riding a motorcycle down a street;a person on a motorcycle on a road;a person on a motorcycle driving down a road;a person riding a motorcycle on a narrow road;a person on a motor bike on a road
2017_iChDX_hHX5RGWeAGSQZzuQ_180.jpg,1.005,103.42499999999998,2017_iChDX_hHX5RGWeAGSQZzuQ,a person riding a motorcycle on a road;a person on a motorcycle driving down a road;a person riding a motorcycle down a street;a person riding a motorcycle down a road;a person on a motorcycle driving down a street
2017_iChDX_hHX5RGWeAGSQZzuQ_270.jpg,1.005,103.42499999999998,2017_iChDX_hHX5RGWeAGSQZzuQ,an empty street with a building in the background;an empty street with a green building in the background;an empty street with a building on the side;an empty street with a green building on it;a view of a street from the side of a road
2017_wR_X9tNDRx_F9iGMiz7F3A_0.jpg,1.005,103.43499999999996,2017_wR_X9tNDRx_F9iGMiz7F3A,a motorcycle parked on the side of a road;a motorcycle parked next to a white building;a motorcycle parked on the side of the road;a motorcycle parked on the side of a street;a motorcycle parked next to a building on a street
2017_wR_X9tNDRx_F9iGMiz7F3A_90.jpg,1.005,103.43499999999996,2017_wR_X9tNDRx_F9iGMiz7F3A,a view of a residential street from the side;a view of a street from the side of a road;a view of a residential street from the street;a view of a street from the side;a view of a residential street from the side of the road
2017_wR_X9tNDRx_F9iGMiz7F3A_180.jpg,1.005,103.43499999999996,2017_wR_X9tNDRx_F9iGMiz7F3A,a paved road with a green bush on the side;a narrow road with a green grass field on the side;a paved road with a green bush on the side of it;a narrow road with a green grass field on it;a paved road with a green bush on the side of the road
2017_wR_X9tNDRx_F9iGMiz7F3A_270.jpg,1.005,103.43499999999996,2017_wR_X9tNDRx_F9iGMiz7F3A,a white house sitting on the side of a road;a white house sitting on the side of a street;an empty street with a blue building in the background;an empty street with a blue building next to it;a white house sitting on the corner of a street
2017_mOdLBXmpbvEq7w4DS7i12g_0.jpg,1.005,103.43999999999996,2017_mOdLBXmpbvEq7w4DS7i12g,a large long train on a steel track;a long bus parked on the side of the road;a large long bus on a steel track;a long bus parked on the side of a road;a long train on the side of a road
2017_mOdLBXmpbvEq7w4DS7i12g_90.jpg,1.005,103.43999999999996,2017_mOdLBXmpbvEq7w4DS7i12g,a highway with a long line of buses on it;a highway with a long line of traffic lights;a highway with a long line of green boards;a highway with a long line of traffic lights on it;a highway with a long line of green and blue UNK
2017_mOdLBXmpbvEq7w4DS7i12g_180.jpg,1.005,103.43999999999996,2017_mOdLBXmpbvEq7w4DS7i12g,an empty street with no vehicles on it;an empty street with no vehicles on the road;a long road with a long line of dirt;a long road with a long line of dirt on it;a long road with a long line of dirt road
2017_mOdLBXmpbvEq7w4DS7i12g_270.jpg,1.005,103.43999999999996,2017_mOdLBXmpbvEq7w4DS7i12g,a view of a road with an empty road;a view of a road with an empty street;a view of a road with an open field;a view of a road with an open road;a view of a road with an empty road and parking lot
2017_SbifygpCOtyYE4I9j2U2ig_0.jpg,1.0099999999999998,103.42,2017_SbifygpCOtyYE4I9j2U2ig,a long road with a long line of traffic;a photo taken from a car looking down the road;a photo taken from a car looking down a road;a long road with a long line of power lines above it;a long road with a long line of power lines next to it
2017_SbifygpCOtyYE4I9j2U2ig_90.jpg,1.0099999999999998,103.42,2017_SbifygpCOtyYE4I9j2U2ig,a long road with a long line of traffic;a long road with a long line of traffic on it;a long road with a long line of traffic signs;a long road with a long line of traffic lights;a long road with a long line of traffic signs on it
2017_SbifygpCOtyYE4I9j2U2ig_180.jpg,1.0099999999999998,103.42,2017_SbifygpCOtyYE4I9j2U2ig,an empty highway with palm trees on each side;an empty highway with palm trees in the background;an empty highway with palm trees and buildings;an empty highway with palm trees and a sky background;an empty highway with palm trees and a sky
2017_SbifygpCOtyYE4I9j2U2ig_270.jpg,1.0099999999999998,103.42,2017_SbifygpCOtyYE4I9j2U2ig,a long road with palm trees on each side;a paved road with palm trees on the side;a long road with palm trees on both sides;a paved road with palm trees on the side and the sky;a paved road with palm trees on the side and a building in the background
2017_nx_Yev1U0-Ao77mfNndOMA_0.jpg,1.0099999999999998,103.43499999999996,2017_nx_Yev1U0-Ao77mfNndOMA,a view of the road from the side;a view of the road from the side of the road;a view of the road from the road;a view of the road from a vehicle;a view of the road from the side of a road
2017_nx_Yev1U0-Ao77mfNndOMA_90.jpg,1.0099999999999998,103.43499999999996,2017_nx_Yev1U0-Ao77mfNndOMA,a view of a road from the side;a road that has some kind of UNK on it;a view of a road from the side of the road;a view of a road from the side of a road;a view of a road with a road in the center
2017_nx_Yev1U0-Ao77mfNndOMA_180.jpg,1.0099999999999998,103.43499999999996,2017_nx_Yev1U0-Ao77mfNndOMA,a view of the road from the side of the road;a view of the road from the road;a view of the road from a vehicle;a view of the road from the side of a road;a view of the road from the side of a highway
2017_nx_Yev1U0-Ao77mfNndOMA_270.jpg,1.0099999999999998,103.43499999999996,2017_nx_Yev1U0-Ao77mfNndOMA,a view of a road from the side;a view of a road from the side of a road;a view of a road from the side of the road;a view of a road from the side of a dirt road;a view of a road with a field in the background
2017_srGBKLZ9cK7aq7rLnQeBnQ_0.jpg,1.0149999999999997,103.415,2017_srGBKLZ9cK7aq7rLnQeBnQ,a person riding a motorcycle down a street;a person on a motor bike on a road;a person riding a motorcycle down the road;a person on a motorcycle driving down a road;a person riding a motorcycle down a street near buildings
2017_srGBKLZ9cK7aq7rLnQeBnQ_90.jpg,1.0149999999999997,103.415,2017_srGBKLZ9cK7aq7rLnQeBnQ,a view of a street from a distance;a long road with a long line of trees;a view of a street from the side of the road;a long road with a long line of palm trees;a view of a street from the side of a road
2017_srGBKLZ9cK7aq7rLnQeBnQ_180.jpg,1.0149999999999997,103.415,2017_srGBKLZ9cK7aq7rLnQeBnQ,a person riding a bike on a city street;a person riding a bike down a city street;a person riding a bike down a street;a person riding a motorcycle down a street;a person riding a bike down a street near many trees
2017_srGBKLZ9cK7aq7rLnQeBnQ_270.jpg,1.0149999999999997,103.415,2017_srGBKLZ9cK7aq7rLnQeBnQ,a large long bus on a city street;a long bus parked on the side of the road;a long bus on the side of the road;a long bus parked on the side of a road;a long bus parked on the side of a street
2017__hVsrOqzpZydYf8Ta04rcA_0.jpg,1.0149999999999997,103.42499999999998,2017__hVsrOqzpZydYf8Ta04rcA,a parking lot with a building on the side;a parking lot with a green fence and trees;a parking lot with a building on the side of it;a parking lot with a building on the side of the road;a parking lot with a green fence and a green building
2017__hVsrOqzpZydYf8Ta04rcA_90.jpg,1.0149999999999997,103.42499999999998,2017__hVsrOqzpZydYf8Ta04rcA,a long road with a long line of trees;a road with a few cars on it;a long road with a long line of trees on each side;a long road with a long line of trees on it;a road with a few cars driving down the road
2017__hVsrOqzpZydYf8Ta04rcA_180.jpg,1.0149999999999997,103.42499999999998,2017__hVsrOqzpZydYf8Ta04rcA,an empty road with trees on each side;a view of a street from the side of a road;a view of a street from the side of the road;a view of a street from a vehicle window;a view of a street from the side of a country road
2017__hVsrOqzpZydYf8Ta04rcA_270.jpg,1.0149999999999997,103.42499999999998,2017__hVsrOqzpZydYf8Ta04rcA,the road is empty and it is empty;an empty road with a car driving down it;an empty road with a car going down it;a long road with a lot of power lines above it;a long road with a lot of power lines above
